class label,FT1 value a,FT1 value b,FT2 value a,FT2 value b,FT3 value a,FT3 value b,FT4 value a,FT4 value b,FT5 value a,FT5 value b,FT6 value a,FT6 value b,FT7 value a,FT7 value b,FT8 value a,FT8 value b,FT9 value a,FT9 value b,FT10 value a,FT10 value b,FT11 value a,FT11 value b,FT12 value a,FT12 value b,FT13 value a,FT13 value b,FT14 value a,FT14 value b,class
metal,0.869,1.8253968,0.668,2.9920635,0.835,3.5714285,0.851,2.8730159,0.662,4.1666665,0.732,3.7698412,0.727,2.5079365,1.642,2.2460318,0.352,3.2142856,0.987,0.88095236,1.708,2.4761906,1.167,0,1.285,0.56349206,-0.006,0,1
metal,0.854,1.9603175,0.616,2.6666667,0.779,3.357143,0.721,1.9523809,0.676,3.420635,0.734,3.2777777,0.643,1.9523809,1.19,1.7222222,0.29,2.8730159,0.685,0.35714287,1.365,1.9047619,0.978,0,1.013,0.30952382,-0.006,0,1
metal,0.892,1.5476191,0.634,2.9126985,0.793,3.547619,0.784,2.3492064,0.67,3.6190476,0.706,3.8253968,0.684,2.420635,1.443,1.8809524,0.3,2.8333333,0.749,0.4047619,1.549,2.3174603,1.148,0.16666667,1.204,0.45238096,-0.005,0,1
metal,0.86,1.8968254,0.64,2.9444444,0.821,3.5714285,0.787,2.1904762,0.671,3.6507936,0.729,3.4920635,0.658,2.7777777,1.419,1.6587301,0.293,2.984127,0.766,0.2936508,1.509,1.8809524,1.129,0.015873017,1.166,0.1904762,-0.006,0,1
metal,0.867,1.8333334,0.643,2.9126985,0.795,3.5714285,0.755,2.2777777,0.686,3.5317461,0.724,3.5873015,0.668,2.3888888,1.328,1.7857143,0.318,3.1746032,0.768,0.43650794,1.404,2.0079365,1.049,0.007936508,1.088,0.2857143,-0.006,0,1
metal,0.897,1.1746032,0.649,3.3968253,0.771,3.9920635,0.809,2.6031747,0.672,4.2619047,0.747,3.7936509,0.668,3.7619047,1.719,1.6746032,0.305,3.6904762,0.871,0.26190478,1.733,2.4047618,1.42,0.1984127,1.49,0.63492066,-0.006,0,1
metal,0.855,1.7539682,0.616,2.5952382,0.814,3.3412697,0.82,2.3888888,0.676,3.7063491,0.703,3.8015873,0.665,2.1349206,1.408,2.4047618,0.307,2.7063491,0.773,0.76984125,1.524,2.642857,1.012,0.007936508,1.091,0.46825397,-0.006,0,1
metal,0.853,1.9841269,0.65,3.0555556,0.814,3.7539682,0.821,2.6031747,0.69,3.8015873,0.743,3.6507936,0.686,3.2142856,1.562,1.7857143,0.316,3.2619047,0.837,0.5952381,1.559,2.2539682,1.192,0.44444445,1.261,0.75396824,-0.006,0,1
metal,0.854,1.8809524,0.648,3.1190476,0.812,3.6904762,0.831,2.7301588,0.682,3.8650794,0.712,3.9920635,0.716,3.1349206,1.768,1.9523809,0.324,3.515873,0.953,0.8492063,1.725,2.3174603,1.302,0.007936508,1.391,0.43650794,-0.006,0,1
metal,0.818,2.1190476,0.654,3,0.803,3.7777777,0.832,2.4682539,0.678,4.095238,0.718,3.9047618,0.71,2.7380953,1.651,2.1349206,0.303,3.6031747,0.867,0.6111111,1.716,2.3650794,1.202,0,1.263,0.26190478,-0.006,0,1
metal,0.831,2.0873015,0.623,2.8412697,0.797,3.3492064,0.778,2.1666667,0.68,3.6507936,0.724,3.484127,0.675,2.2539682,1.289,1.7301587,0.335,3.1269841,0.72,0.20634921,1.436,2.7460318,1.015,0.015873017,1.047,0.37301588,-0.006,0,1
metal,0.87,1.6428572,0.669,3.2063491,0.798,3.857143,0.82,2.6825397,0.682,4.1031747,0.731,3.6984127,0.672,3.3492064,1.632,1.8253968,0.315,3.8174603,0.866,0.3809524,1.622,2.2777777,1.304,0.15079366,1.333,0.34920636,-0.006,0,1
metal,0.884,1.8253968,0.688,3.1587303,0.828,3.8174603,0.881,2.7777777,0.677,4.0873017,0.718,4.1190476,0.745,3.952381,1.837,1.6746032,0.373,4.428571,1.039,0.74603176,1.931,2.142857,1.343,0.103174604,1.385,0.43650794,-0.006,0,1
metal,0.83,1.9047619,0.653,3.2857144,0.802,3.8095238,0.797,2.5873015,0.687,3.9285715,0.755,3.7777777,0.685,3.5079365,1.626,1.6904762,0.304,3.3730159,0.828,0.30952382,1.69,2.5,1.313,0.47619048,1.394,0.6666667,-0.006,0,1
metal,0.819,2.1031747,0.622,2.6190476,0.796,3.2698412,0.755,1.8095238,0.695,3.3174603,0.705,3.3809524,0.615,2.436508,1.27,1.7460318,0.248,2.7619047,0.735,0.32539684,1.378,2.015873,1.001,0.14285715,1.013,0.17460318,-0.006,0,1
metal,0.815,2.2936509,0.669,2.9126985,0.837,3.5952382,0.777,2.1666667,0.673,3.6190476,0.696,3.5952382,0.697,1.968254,1.285,1.8174603,0.388,3.0317461,0.812,0.37301588,1.432,2.8253968,1.001,0,1.039,0.2936508,-0.006,0,1
metal,0.818,2.1190476,0.614,2.6746032,0.803,3.3809524,0.792,2.1904762,0.688,3.4603174,0.703,3.7539682,0.638,2.4444444,1.347,2.2063491,0.291,2.8333333,0.805,0.6031746,1.491,2.2301588,1.022,0,1.051,0.16666667,-0.006,0,1
metal,0.873,1.8095238,0.65,2.6984127,0.83,3.3730159,0.81,2.436508,0.692,3.8650794,0.718,3.8968253,0.662,3.2222223,1.574,1.6507937,0.283,3.3809524,0.818,0.33333334,1.559,2.079365,1.185,0.1984127,1.21,0.3015873,-0.006,0,1
metal,0.847,2.0079365,0.699,2.9285715,0.838,3.6269841,0.81,2.7539682,0.676,4.126984,0.736,4.142857,0.683,3.579365,1.737,1.8809524,0.304,4.230159,0.99,0.5,1.75,2.0873015,1.297,0,1.34,0.23809524,-0.006,0,1
metal,0.868,1.7936507,0.645,2.8650794,0.805,3.5952382,0.818,2.452381,0.66,4.111111,0.748,3.7222223,0.675,3.1984127,1.585,1.6904762,0.293,3.4047618,0.805,0.37301588,1.629,2.063492,1.181,0.15873016,1.225,0.35714287,-0.006,0,1
metal,0.787,2.3809524,0.682,2.952381,0.833,3.6825397,0.823,2.015873,0.659,3.8888888,0.751,3.3888888,0.668,2.642857,1.388,1.6428572,0.357,3.3888888,0.86,0.32539684,1.496,1.9126984,1.097,0.007936508,1.151,0.26190478,-0.006,0,1
metal,0.866,1.8809524,0.686,3.079365,0.83,3.7380953,0.848,2.8412697,0.659,4.1507936,0.729,3.9047618,0.731,3.436508,1.811,1.8730159,0.341,4.198413,1.019,0.8333333,1.832,2.3174603,1.308,0.15873016,1.347,0.3809524,-0.006,0,1
metal,0.851,1.9126984,0.654,2.857143,0.82,3.5952382,0.826,2.5873015,0.677,3.9047618,0.738,4.0634923,0.675,3.579365,1.683,1.6984127,0.316,3.9920635,0.986,0.32539684,1.7,2.0396826,1.201,0.20634921,1.232,0.3015873,-0.006,0,1
metal,0.821,2.142857,0.664,3.1825397,0.809,3.8095238,0.825,2.5873015,0.676,4.0873017,0.739,3.8333333,0.693,3.1190476,1.587,1.968254,0.341,3.5952382,0.896,0.36507937,1.633,2.3015873,1.217,0.14285715,1.277,0.46031746,-0.006,0,1
metal,0.859,1.8809524,0.605,2.3650794,0.792,3.079365,0.797,2.0952382,0.668,3.7380953,0.681,3.8492064,0.673,1.5793651,1.35,2.9126985,0.301,1.9603175,0.704,1.0396825,1.478,3.2698412,0.974,0.023809524,1.066,0.78571427,-0.006,0,1
metal,0.891,1.4920635,0.651,3,0.796,3.6984127,0.797,2.6190476,0.676,3.9761906,0.705,3.920635,0.701,2.9444444,1.565,1.9603175,0.317,3.6825397,0.825,0.34920636,1.625,2.4047618,1.226,0.007936508,1.277,0.3888889,-0.006,0,1
metal,0.861,1.4126984,0.632,3.142857,0.79,3.6746032,0.777,2.3412697,0.682,3.7142856,0.727,3.420635,0.689,2.6111112,1.443,1.9761904,0.308,2.8253968,0.712,0.35714287,1.56,2.7857144,1.189,0.06349207,1.251,0.61904764,-0.006,0,1
metal,0.842,1.9761904,0.681,3.1746032,0.824,3.8015873,0.815,2.6269841,0.676,4.0873017,0.713,4.0793653,0.694,2.9761906,1.562,1.8492063,0.331,3.6825397,0.902,0.37301588,1.591,2.2460318,1.2,0,1.282,0.5555556,-0.006,0,1
metal,0.878,1.7857143,0.654,3.1904762,0.809,3.8492064,0.848,2.3730159,0.683,3.7777777,0.721,3.7222223,0.69,3.1111112,1.565,1.8968254,0.328,2.936508,0.871,0.76984125,1.646,2.5396826,1.15,0.2936508,1.225,0.6825397,-0.006,0,1
metal,0.82,2.0952382,0.663,3.420635,0.792,4.0396824,0.796,2.6666667,0.681,3.9920635,0.705,4.031746,0.689,3.8253968,1.749,1.7698413,0.313,4.0396824,0.956,0.30952382,1.724,2.3730159,1.312,0.11111111,1.352,0.3015873,-0.006,0,1
metal,0.873,1.8968254,0.618,2.857143,0.788,3.5555556,0.768,2.2301588,0.676,3.6349206,0.724,3.7698412,0.638,2.8650794,1.439,1.8253968,0.284,2.9285715,0.745,0.25396827,1.474,2.015873,1.13,0,1.156,0.1904762,-0.006,0,1
metal,0.876,1.7142857,0.646,2.9285715,0.816,3.5238094,0.836,2.452381,0.686,3.6666667,0.74,3.7301588,0.677,2.8730159,1.486,1.9841269,0.303,3.1269841,0.789,0.4920635,1.538,2.4761906,1.142,0.08730159,1.184,0.30952382,-0.006,0,1
metal,0.882,1.6349206,0.667,3.4603174,0.778,4.214286,0.803,2.6190476,0.681,3.936508,0.743,3.8888888,0.688,3.7460318,1.693,1.6428572,0.352,4.214286,0.944,0.26190478,1.626,2.2380953,1.374,0.015873017,1.425,0.35714287,-0.005,0,1
metal,0.83,1.9920635,0.653,2.984127,0.828,3.515873,0.836,2.4047618,0.678,3.5555556,0.715,3.5555556,0.713,2,1.399,2.6269841,0.354,2.7301588,0.859,1,1.649,3.2857144,1.018,0.055555556,1.079,0.54761904,-0.006,0,1
metal,0.858,1.9444444,0.636,2.8253968,0.814,3.5952382,0.844,2.920635,0.676,4.0873017,0.719,4.0555553,0.77,2.3333333,1.716,2.1507936,0.331,4.1031747,0.958,1.1190476,1.772,2.936508,1.195,0.031746034,1.261,0.76984125,-0.006,0,1
metal,0.863,1.8888888,0.652,2.7857144,0.825,3.6031747,0.821,2.5238094,0.684,3.8968253,0.746,3.7619047,0.696,2.920635,1.531,2.063492,0.323,3.4126985,0.863,0.6507937,1.665,2.7222223,1.129,0.53174603,1.178,0.7063492,-0.006,0,1
metal,0.857,1.8571428,0.655,2.9285715,0.815,3.6349206,0.816,2.515873,0.661,4.2777777,0.729,3.8730159,0.701,2.7142856,1.622,2.2301588,0.338,3.3730159,0.956,0.78571427,1.707,2.6031747,1.147,0,1.251,0.53968257,-0.006,0,1
metal,0.898,1.5238096,0.667,3.2142856,0.79,3.9761906,0.819,2.6190476,0.675,3.8650794,0.726,3.9761906,0.713,3.4761906,1.76,1.9841269,0.318,3.7857144,0.937,0.48412699,1.699,2.6746032,1.298,0.20634921,1.383,0.43650794,-0.005,0,1
metal,0.841,2.1031747,0.701,3.1507936,0.835,3.9920635,0.862,2.5079365,0.671,4.111111,0.737,3.7698412,0.739,3.079365,1.524,1.7777778,0.397,3.3809524,0.872,0.43650794,1.648,2.8015873,1.176,0.3888889,1.268,0.6666667,-0.006,0,1
metal,0.868,1.6746032,0.634,2.920635,0.802,3.5952382,0.793,2.2698412,0.679,3.7301588,0.705,3.5873015,0.674,2.4603174,1.37,1.9523809,0.31,3.063492,0.751,0.44444445,1.469,2.579365,1.092,0,1.134,0.47619048,-0.006,0,1
metal,0.824,2.0714285,0.638,2.5555556,0.798,3.2698412,0.79,2.2142856,0.665,3.547619,0.686,3.4126985,0.664,1.7698413,1.241,1.968254,0.303,2.6904762,0.746,0.50793654,1.431,2.2619047,0.971,0,1.029,0.43650794,-0.006,0,1
metal,0.856,1.8253968,0.661,3.063492,0.813,3.7063491,0.831,2.642857,0.688,4.0079365,0.714,4,0.697,3.3968253,1.698,1.9761904,0.329,3.8650794,0.965,0.53174603,1.766,2.452381,1.251,0,1.301,0.48412699,-0.006,0,1
metal,0.825,2.1349206,0.642,2.7380953,0.811,3.5555556,0.781,2.0396826,0.671,3.7619047,0.723,3.4682539,0.672,2.4285715,1.36,1.9206349,0.286,2.7936509,0.699,0.34920636,1.483,2.515873,1.091,0.22222222,1.118,0.3809524,-0.006,0,1
metal,0.846,1.6269841,0.665,3.357143,0.795,3.9444444,0.807,2.8809524,0.692,4.031746,0.726,3.936508,0.695,3.5555556,1.671,1.6984127,0.361,4,0.925,0.26984128,1.682,2.4444444,1.403,0.11111111,1.465,0.3809524,-0.005,0,1
metal,0.846,1.9206349,0.658,3.3333333,0.807,3.8174603,0.797,2.5555556,0.686,4.047619,0.752,4.0079365,0.663,3.4603174,1.627,1.8095238,0.315,3.8412697,0.909,0.34920636,1.595,2.0714285,1.287,0.007936508,1.348,0.26984128,-0.006,0,1
metal,0.834,1.9761904,0.624,2.9047618,0.789,3.5079365,0.786,2.2857144,0.68,3.9285715,0.71,3.920635,0.637,3.0714285,1.538,1.8888888,0.272,3.4682539,0.843,0.44444445,1.511,2.3095238,1.15,0,1.173,0.43650794,-0.006,0,1
metal,0.799,2.2619047,0.659,2.8730159,0.829,3.484127,0.845,2.3333333,0.67,4.0396824,0.713,3.952381,0.652,3.420635,1.529,1.4365079,0.284,3.2936509,0.858,0.2777778,1.621,1.7539682,1.157,0.22222222,1.195,0.42063493,-0.006,0,1
metal,0.857,1.9047619,0.654,2.857143,0.822,3.5,0.82,2.3968253,0.669,3.8174603,0.714,3.6984127,0.679,2.7619047,1.49,2.6031747,0.303,3.1746032,0.845,0.75396824,1.627,2.984127,1.107,0.08730159,1.169,0.42857143,-0.006,0,1
metal,0.826,2.2380953,0.64,2.9285715,0.819,3.6349206,0.814,2.4126985,0.674,3.6507936,0.713,3.952381,0.667,2.6746032,1.483,2.0555556,0.337,3.4603174,0.822,0.42063493,1.534,2.3095238,1.124,0,1.156,0.22222222,-0.006,0,1
metal,0.841,2.0396826,0.632,3.1190476,0.808,3.7539682,0.834,2.7222223,0.662,4.1031747,0.73,3.8650794,0.725,2.8650794,1.682,2.2619047,0.334,3.7857144,0.959,0.97619045,1.767,2.5952382,1.185,0.015873017,1.254,0.3809524,-0.006,0,1
metal,0.826,1.9523809,0.629,2.6825397,0.824,3.2460318,0.834,2.3015873,0.68,3.6746032,0.737,3.5396826,0.679,2.420635,1.498,2.4047618,0.316,2.6904762,0.899,0.9126984,1.643,2.7301588,1.061,0.11904762,1.136,0.5952381,-0.006,0,1
metal,0.846,1.8968254,0.671,3.452381,0.811,3.9285715,0.806,2.547619,0.681,3.9444444,0.74,3.8650794,0.687,3.5396826,1.658,1.7619047,0.353,3.8888888,0.91,0.3015873,1.614,2.2222223,1.305,0,1.359,0.26190478,-0.006,0,1
metal,0.829,2.015873,0.585,2.3333333,0.778,3.0555556,0.812,2.2777777,0.669,3.642857,0.697,3.3888888,0.656,2.0873015,1.362,3.079365,0.295,2.5079365,0.762,1.1984127,1.489,3.3492064,0.958,0.17460318,1.044,0.7063492,-0.006,0,1
metal,0.823,2.1031747,0.713,3.063492,0.85,3.7380953,0.836,2.8730159,0.664,4.1904764,0.733,4.031746,0.73,3.142857,1.681,2.0238094,0.345,3.3888888,0.936,0.6111111,1.742,2.6190476,1.232,0.04761905,1.315,0.6111111,-0.006,0,1
metal,0.77,2.6349206,0.682,3.3174603,0.795,3.9920635,0.792,2.547619,0.697,3.8095238,0.713,4.1507936,0.68,3.5079365,1.628,1.7698413,0.314,3.7857144,0.907,0.35714287,1.602,2.0079365,1.277,0.04761905,1.318,0.2936508,-0.006,0,1
metal,0.836,1.8412699,0.623,2.7380953,0.798,3.4444444,0.827,2.3412697,0.662,3.8809524,0.7,4.0634923,0.636,2.9920635,1.456,1.7222222,0.284,3.3968253,0.876,0.32539684,1.473,1.9047619,1.104,0,1.127,0.18253969,-0.006,0,1
metal,0.874,1.8174603,0.639,2.7539682,0.814,3.3174603,0.828,2.7063491,0.666,4.1666665,0.713,4.0873017,0.692,3.4285715,1.75,1.6984127,0.294,3.7460318,0.975,0.6984127,1.715,2.0873015,1.209,0.22222222,1.242,0.35714287,-0.006,0,1
metal,0.847,1.6666666,0.634,3.4603174,0.774,4.111111,0.804,2.6111112,0.674,4.2539682,0.757,3.9682539,0.674,3.8333333,1.708,1.7539682,0.306,3.8412697,0.936,0.30952382,1.758,2.4444444,1.395,0.26984128,1.458,0.61904764,-0.006,0,1
metal,0.837,1.9603175,0.627,2.8095238,0.834,3.436508,0.822,2.7301588,0.677,4.1031747,0.694,3.9603174,0.737,1.9603175,1.446,2.0238094,0.346,3.1587303,0.867,0.6269841,1.589,2.3968253,1.087,0,1.165,0.6984127,-0.006,0,1
metal,0.881,1.4365079,0.644,3.1111112,0.785,3.8015873,0.809,2.4920635,0.697,3.6904762,0.729,3.9761906,0.664,3.3095238,1.598,1.7460318,0.297,3.3492064,0.8,0.33333334,1.551,2.5238094,1.272,0.015873017,1.301,0.26984128,-0.006,0,1
metal,0.89,1.6349206,0.665,3.2460318,0.799,3.7777777,0.807,2.6031747,0.692,4.031746,0.728,4,0.663,3.5873015,1.698,1.6904762,0.303,3.9603174,0.88,0.2936508,1.541,2.1666667,1.297,0,1.352,0.35714287,-0.006,0,1
metal,0.903,1.4841269,0.661,3.3968253,0.791,4.031746,0.809,2.5238094,0.679,4.571429,0.722,4,0.671,3.7936509,1.694,1.7222222,0.307,3.7619047,0.893,0.2936508,1.614,2.3253968,1.32,0.3888889,1.374,0.515873,-0.006,0,1
metal,0.851,1.8571428,0.642,3.1825397,0.808,3.8492064,0.822,2.2301588,0.668,3.8095238,0.731,3.642857,0.686,2.7222223,1.416,1.7619047,0.353,3.1349206,0.808,0.44444445,1.526,2.4285715,1.088,0.17460318,1.134,0.37301588,-0.006,0,1
metal,0.859,1.8571428,0.63,2.7142856,0.804,3.452381,0.821,2.3095238,0.673,3.7539682,0.688,3.8015873,0.67,2.4761906,1.43,1.9285715,0.291,3.1111112,0.784,0.43650794,1.524,2.3015873,1.059,0.21428572,1.116,0.6111111,-0.006,0,1
metal,0.851,1.8492063,0.685,3.2142856,0.818,3.8015873,0.814,2.6269841,0.679,4.0238094,0.734,3.920635,0.698,3.2936509,1.659,1.8571428,0.329,3.7380953,0.915,0.3968254,1.654,2.3333333,1.325,0.031746034,1.379,0.54761904,-0.006,0,1
metal,0.848,1.9761904,0.685,3.1507936,0.83,3.8174603,0.823,2.579365,0.682,3.9603174,0.728,4.0396824,0.716,3.3333333,1.7,1.8968254,0.331,3.7380953,0.968,0.53968257,1.658,2.2777777,1.276,0.055555556,1.347,0.5952381,-0.006,0,1
metal,0.843,1.6746032,0.652,3.2460318,0.802,3.9603174,0.824,2.579365,0.682,3.8888888,0.745,3.8412697,0.697,3.0396826,1.59,1.8888888,0.348,3.8333333,0.866,0.3809524,1.615,2.8809524,1.291,0.071428575,1.35,0.71428573,-0.006,0,1
metal,0.847,1.9047619,0.653,3.3333333,0.796,4,0.799,2.8333333,0.689,3.984127,0.737,4.031746,0.695,3.7857144,1.794,1.8095238,0.308,4.015873,0.931,0.46031746,1.71,2.3095238,1.355,0.015873017,1.426,0.43650794,-0.005,0,1
metal,0.809,2.2380953,0.683,3.2063491,0.818,3.9603174,0.842,2.3015873,0.695,3.8650794,0.731,3.8015873,0.663,3.1666667,1.557,1.9047619,0.35,3.5873015,0.944,0.3968254,1.628,2.2142856,1.145,0.007936508,1.224,0.20634921,-0.006,0,1
metal,0.785,2.2539682,0.641,2.9126985,0.825,3.579365,0.793,2.3015873,0.68,3.8333333,0.719,3.6111112,0.66,2.857143,1.434,1.8333334,0.317,3.2301588,0.829,0.37301588,1.511,2.2698412,1.103,0.007936508,1.144,0.33333334,-0.006,0,1
metal,0.899,1.5793651,0.653,2.8253968,0.79,3.6904762,0.848,2.5555556,0.675,4.1349206,0.712,4.0555553,0.689,3.1031747,1.608,1.9444444,0.315,3.920635,0.906,0.4047619,1.621,2.8333333,1.172,0.031746034,1.213,0.33333334,-0.006,0,1
metal,0.89,1.4206349,0.645,3.3253968,0.779,3.8888888,0.794,2.547619,0.681,3.9285715,0.748,3.936508,0.665,3.8492064,1.709,1.7063493,0.299,3.6111112,0.869,0.21428572,1.649,2.3015873,1.376,0.31746033,1.431,0.42063493,-0.006,0,1
metal,0.837,2.0079365,0.663,2.9920635,0.816,3.6904762,0.855,2.2936509,0.676,3.6587303,0.719,3.857143,0.693,2.9761906,1.481,1.9841269,0.337,3,0.813,0.4047619,1.567,2.7936509,1.111,0.44444445,1.182,0.64285713,-0.006,0,1
metal,0.901,1.3174603,0.671,3.2380953,0.801,3.8968253,0.819,2.6746032,0.679,4.0238094,0.723,4.1507936,0.687,3.4444444,1.678,1.7619047,0.319,3.8174603,0.873,0.3015873,1.618,2.2936509,1.316,0,1.374,0.23809524,-0.006,0,1
metal,0.891,1.7142857,0.656,2.9444444,0.836,3.6190476,0.854,2.7222223,0.663,3.857143,0.701,3.8253968,0.76,2.1031747,1.584,2.547619,0.392,2.8650794,0.936,1.2539682,1.759,3.563492,1.107,0.11111111,1.2,0.93650794,-0.006,0,1
metal,0.852,1.8730159,0.649,3.0317461,0.818,3.6587303,0.823,2.484127,0.702,3.8412697,0.705,3.8730159,0.702,2.6269841,1.596,2.2777777,0.341,3.1349206,0.947,0.8333333,1.699,2.6507936,1.132,0.007936508,1.244,0.6507937,-0.006,0,1
metal,0.84,2,0.664,3.1984127,0.798,3.9285715,0.822,2.4126985,0.662,4.174603,0.735,3.9285715,0.675,3.6904762,1.639,1.2301587,0.296,3.3492064,0.88,0.31746033,1.573,1.7063493,1.242,0.3888889,1.301,0.5555556,-0.006,0,1
metal,0.859,1.9444444,0.67,3.2063491,0.788,3.9603174,0.788,2.6984127,0.688,3.8253968,0.729,4.0634923,0.669,3.9682539,1.716,1.4761904,0.285,3.8412697,0.889,0.2936508,1.751,1.8253968,1.419,0.31746033,1.469,0.46031746,-0.006,0,1
metal,0.83,1.968254,0.648,2.9285715,0.784,3.5714285,0.813,2.2936509,0.683,3.6825397,0.723,3.8333333,0.652,2.7857144,1.487,1.9920635,0.291,3.1904762,0.84,0.3809524,1.526,2.2857144,1.093,0.03968254,1.144,0.23809524,-0.006,0,1
metal,0.821,2.0952382,0.668,3.1984127,0.824,3.7380953,0.82,2.5952382,0.685,3.9126985,0.722,4.1507936,0.682,3.2777777,1.636,1.9285715,0.326,3.7777777,0.924,0.3888889,1.602,2.2063491,1.254,0,1.305,0.2936508,-0.006,0,1
metal,0.855,1.7777778,0.66,2.7619047,0.809,3.6190476,0.824,2.4920635,0.67,4.0396824,0.699,3.936508,0.683,2.6349206,1.516,1.8650794,0.304,3.1349206,0.827,0.5,1.558,2.1190476,1.143,0.007936508,1.212,0.3888889,-0.006,0,1
metal,0.855,1.8015873,0.666,2.9682539,0.811,3.6984127,0.865,2.7857144,0.677,4.0238094,0.704,4.015873,0.716,2.9603174,1.583,2.2063491,0.343,3.7698412,0.971,0.7777778,1.698,2.7936509,1.135,0.023809524,1.202,0.6111111,-0.006,0,1
metal,0.851,1.9523809,0.669,3.0555556,0.821,3.6666667,0.837,2.5873015,0.679,4.0238094,0.713,3.9285715,0.681,3.0952382,1.566,1.8412699,0.32,3.7460318,0.878,0.36507937,1.574,2.1507936,1.183,0.015873017,1.227,0.26190478,-0.006,0,1
metal,0.844,2.0079365,0.678,3.0317461,0.818,3.6507936,0.827,2.5396826,0.674,3.9444444,0.727,3.8650794,0.681,3.1746032,1.577,1.7777778,0.318,3.6825397,0.879,0.36507937,1.592,2.142857,1.161,0,1.224,0.46031746,-0.006,0,1
metal,0.806,2.2142856,0.671,2.6984127,0.837,3.5,0.795,2.3095238,0.672,3.6031747,0.707,3.5952382,0.716,1.531746,1.291,2.3888888,0.407,2.7539682,0.802,0.54761904,1.465,3.0873015,0.975,0,1.027,0.46031746,-0.005,0,1
metal,0.816,2.2460318,0.621,3.047619,0.804,3.563492,0.799,2.2698412,0.669,3.5317461,0.728,3.4603174,0.675,2.6111112,1.379,1.8095238,0.328,3.2936509,0.787,0.33333334,1.516,2.1587303,1.081,0,1.123,0.2777778,-0.006,0,1
metal,0.85,1.9206349,0.656,2.8888888,0.801,3.5952382,0.808,2.6587303,0.676,3.9920635,0.705,4.2619047,0.691,3.3888888,1.711,1.8888888,0.296,3.6984127,0.927,0.6111111,1.692,2.3809524,1.201,0.45238096,1.28,0.7063492,-0.006,0,1
metal,0.856,1.8333334,0.644,2.8412697,0.8,3.563492,0.814,2.5238094,0.668,4.0079365,0.725,3.8174603,0.671,2.6666667,1.514,1.9206349,0.307,2.8809524,0.845,0.53968257,1.526,2.2539682,1.12,0.007936508,1.192,0.37301588,-0.006,0,1
metal,0.8,2.1825397,0.648,3.0952382,0.774,3.9047618,0.809,2.4047618,0.689,3.9761906,0.707,4.0079365,0.644,3.079365,1.498,1.4920635,0.296,3.563492,0.899,0.26190478,1.495,1.8253968,1.112,0.18253969,1.154,0.25396827,-0.006,0,1
metal,0.913,1.4365079,0.648,3.047619,0.795,3.6904762,0.851,2.7142856,0.668,4.15873,0.739,4.047619,0.683,3.9444444,1.775,1.7619047,0.306,3.984127,0.97,0.52380955,1.711,2.2857144,1.298,0.015873017,1.331,0.22222222,-0.006,0,1
metal,0.873,1.6746032,0.666,3.1269841,0.806,3.7777777,0.823,2.5079365,0.671,4.1031747,0.726,3.9761906,0.667,3.3095238,1.62,1.8492063,0.298,3.420635,0.823,0.31746033,1.616,2.3968253,1.268,0.055555556,1.328,0.44444445,-0.006,0,1
rock,0.878,1.6269841,0.652,2.9603174,0.829,3.4920635,0.799,2.4285715,0.67,3.6031747,0.719,3.579365,0.677,2.8650794,1.469,1.7063493,0.33,3.3333333,0.818,0.30952382,1.511,2.1031747,1.16,0.015873017,1.209,0.30952382,-0.006,0,1
rock,0.821,2.0555556,0.614,2.484127,0.808,3.1904762,0.739,1.9206349,0.679,3.2380953,0.716,2.9126985,0.68,0.8492063,1.133,2.3412697,0.344,1.8095238,0.654,0.9126984,1.399,2.563492,0.914,0,0.963,0.42063493,-0.006,0,1
rock,0.823,2.2063491,0.636,2.8174603,0.801,3.515873,0.75,2.2777777,0.694,3.3730159,0.733,3.4603174,0.656,2.3174603,1.29,1.7142857,0.316,3.2142856,0.793,0.25396827,1.402,1.8412699,1.044,0,1.073,0.1984127,-0.006,0,1
rock,0.829,2.079365,0.615,2.6190476,0.796,3.4444444,0.765,2.1031747,0.674,3.3650794,0.718,3.2777777,0.704,1.1031746,1.208,2.7698412,0.365,2.0396826,0.715,0.9126984,1.46,3.3650794,0.93,0.031746034,0.999,0.46031746,-0.006,0,1
rock,0.782,2.420635,0.628,2.5238094,0.776,3.2698412,0.724,1.9285715,0.657,3.4285715,0.721,3.0238094,0.674,1.4761904,1.163,1.6904762,0.349,2.3809524,0.647,0.30952382,1.338,2.2142856,0.952,0,0.99,0.25396827,-0.006,0,1
rock,0.843,1.9047619,0.679,3.2142856,0.831,3.8174603,0.841,2.642857,0.683,3.7539682,0.742,3.8174603,0.688,3.2936509,1.574,1.6984127,0.357,3.6587303,0.848,0.24603175,1.521,2.142857,1.245,0.015873017,1.281,0.21428572,-0.005,0,1
rock,0.798,2.3730159,0.611,2.7222223,0.765,3.547619,0.708,1.8571428,0.674,3.3809524,0.704,3.3015873,0.659,1.6984127,1.151,1.7857143,0.298,2.5317461,0.635,0.2936508,1.313,2.3809524,0.978,0,1.028,0.24603175,-0.006,0,1
rock,0.822,2.1825397,0.664,3.420635,0.798,4.111111,0.816,2.6507936,0.693,3.9761906,0.729,3.9761906,0.713,3.6666667,1.655,1.6825397,0.37,4.2380953,0.974,0.26984128,1.595,2.0873015,1.298,0.14285715,1.343,0.47619048,-0.006,0,1
