class label,FT1 value a,FT1 value b,FT2 value a,FT2 value b,FT3 value a,FT3 value b,FT4 value a,FT4 value b,FT5 value a,FT5 value b,FT6 value a,FT6 value b,FT7 value a,FT7 value b,FT8 value a,FT8 value b,FT9 value a,FT9 value b,FT10 value a,FT10 value b,FT11 value a,FT11 value b,FT12 value a,FT12 value b,FT13 value a,FT13 value b,FT14 value a,FT14 value b,class label
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.847,3.8968253,0.884,3.936508,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.841,3.952381,0.891,3.9285715,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.847,4.0873017,0.915,3.7460318,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.846,3.6984127,0.878,3.9603174,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.846,4.047619,0.864,4.0079365,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.842,4.1349206,0.904,3.8412697,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.83,4.230159,0.906,3.8333333,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.815,4.1825395,0.868,4.1825395,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.825,4.1507936,0.847,4.285714,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.835,3.9126985,0.885,3.9920635,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.838,4.047619,0.867,3.9761906,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.838,3.9047618,0.866,4.1349206,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.842,4.2460318,0.887,3.8333333,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.828,3.9047618,0.85,4.2063494,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.832,4.015873,0.904,3.857143,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.846,3.9047618,0.886,3.936508,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.83,4.325397,0.853,4.2063494,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.84,4.2063494,0.878,3.984127,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.833,4.0793653,0.877,3.9047618,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.834,4.1190476,0.885,3.920635,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.844,4.301587,0.846,4.1825395,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.859,3.9444444,0.88,3.9047618,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.845,4.198413,0.865,4.1031747,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.848,4.1031747,0.928,3.6507936,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.838,4.198413,0.899,3.8333333,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.859,4.0079365,0.887,3.9603174,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.844,3.8412697,0.881,3.9603174,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.83,4.2222223,0.885,3.9047618,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.84,4.095238,0.845,4.174603,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.847,4.1349206,0.89,3.9126985,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.842,4.174603,0.895,3.9126985,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.836,4.1904764,0.879,4.0873017,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.845,3.9285715,0.9,3.8015873,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.82,2.1825397,0.653,2.5,0.809,3.3253968,0.798,2.1666667,0.841,4.15873,0.891,3.952381,0.712,1,1.451,2.436508,0.444,2.3412697,0.811,0.50793654,1.395,3.1031747,0.876,0.007936508,0.926,0.53174603,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.839,3.8968253,0.864,4.142857,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.838,3.936508,0.828,4.3333335,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.861,3.8650794,0.908,3.8333333,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.847,3.936508,0.861,4.015873,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.828,4.071429,0.844,4.1825395,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.833,4.214286,0.87,4.047619,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.842,4.015873,0.876,4.0873017,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.838,4.047619,0.906,3.857143,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.845,4.0396824,0.9,3.9126985,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.82,4.2777777,0.906,3.8174603,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.846,4.015873,0.886,3.936508,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.844,4.0079365,0.856,4.1904764,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.846,3.920635,0.867,4.126984,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.839,4.111111,0.872,4.031746,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.838,4.0555553,0.905,3.7857144,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.835,4.0793653,0.856,4.1507936,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.841,4.0634923,0.902,3.8333333,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.834,3.9682539,0.846,4.198413,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.83,4.2619047,0.861,4.1666665,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.829,4.1904764,0.887,3.8730159,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.838,4.1031747,0.882,4.0079365,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.848,4,0.86,4.047619,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.838,4.015873,0.881,3.9920635,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.848,4.031746,0.88,3.9761906,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.835,4.0396824,0.851,4.111111,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.824,4.2063494,0.848,4.269841,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.829,4.1666665,0.91,3.7777777,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.842,4.0873017,0.882,3.9761906,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.83,4.0873017,0.861,4.095238,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.823,4.230159,0.883,3.9603174,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.845,4.015873,0.833,4.2222223,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.832,4.1825395,0.912,3.8412697,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.841,3.984127,0.873,4.0238094,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.815,4.1190476,0.863,4.031746,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.841,4.111111,0.871,4.047619,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.834,4.095238,0.888,3.920635,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.841,4.0238094,0.896,3.9047618,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.832,4.3174605,0.859,4.1825395,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.854,4.0634923,0.867,4.047619,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.838,4.3333335,0.873,3.984127,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.839,4.0079365,0.85,4.1666665,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.85,3.9285715,0.871,3.9603174,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.835,4.0793653,0.908,3.8095238,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.832,4.0873017,0.861,4.1349206,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.84,4.0873017,0.904,3.8015873,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.85,4.15873,0.895,3.9285715,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.848,4.015873,0.841,4.3095236,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.838,3.9603174,0.86,4.1190476,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.845,3.8888888,0.866,4.0238094,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.836,4.047619,0.883,3.9603174,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.845,4.031746,0.895,3.8650794,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.858,3.9126985,0.88,4.031746,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.832,4.1349206,0.856,4.071429,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.84,3.952381,0.914,3.7539682,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.844,4,0.876,4.0793653,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.819,4.1825395,0.876,4.0079365,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.857,4.015873,0.857,4.2063494,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.849,3.920635,0.893,3.8968253,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.834,4.1190476,0.883,4.0555553,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.841,4.071429,0.902,3.8015873,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.823,4.301587,0.878,4.0396824,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.843,3.9444444,0.88,3.952381,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
reggae,0.833,2.1031747,0.603,2.4047618,0.764,3.3095238,0.819,2.2063491,0.812,4.142857,0.857,4.1507936,0.692,1.5634921,1.537,2.4682539,0.341,2.5,0.736,0.64285713,1.399,3.1190476,0.918,0.007936508,0.98,0.6269841,-0.003,0,3
blues,0.849,2.0952382,0.618,2.7539682,0.786,3.4761906,0.791,2.0396826,0.837,3.952381,0.9,3.7619047,0.685,1.8809524,1.436,1.8888888,0.367,2.7698412,0.773,0.31746033,1.394,2.3492064,0.95,0,0.98,0.18253969,-0.003,0,3
