class label,FT1 value a,FT1 value b,FT2 value a,FT2 value b,FT3 value a,FT3 value b,FT4 value a,FT4 value b,FT5 value a,FT5 value b,FT6 value a,FT6 value b,FT7 value a,FT7 value b,FT8 value a,FT8 value b,FT9 value a,FT9 value b,FT10 value a,FT10 value b,FT11 value a,FT11 value b,FT12 value a,FT12 value b,FT13 value a,FT13 value b,FT14 value a,FT14 value b,class label
classical,0.736,2.3412697,0.884,2.1666667,1.117,3.0079365,0.672,1.3095238,0.679,4.0634923,0.718,3.8968253,0.703,2.8730159,0.932,1.0952381,0.498,2.015873,0.751,0.14285715,1.155,3.984127,1.026,4.4444447,1.233,3.5555556,0,0,2
jazz,0.543,2.3333333,0.849,1.6825397,1.174,2.5555556,0.562,0.8015873,0.669,4.214286,0.7,3.936508,0.653,2.8253968,0.747,0.64285713,0.392,1.2460318,0.637,0,1.008,3.1111112,0.974,4.730159,1.169,4.142857,0,0,2
jazz,0.593,2.3888888,0.799,1.8412699,1.111,2.7301588,0.593,0.7777778,0.689,4.0873017,0.715,4,0.625,2.5952382,0.79,0.53174603,0.383,1.4047619,0.631,0.007936508,1.034,3.515873,0.987,4.65873,1.149,4.015873,0,0,2
jazz,0.616,2.0714285,0.78,1.8730159,1.1,2.6507936,0.573,0.85714287,0.674,4.3492064,0.716,3.8015873,0.717,2.920635,0.753,0.93650794,0.403,1.2539682,0.611,0.103174604,1.015,2.8809524,1.003,4.5634923,1.169,3.7222223,0,0,2
jazz,0.542,2.079365,0.841,1.6746032,1.181,2.5317461,0.555,0.76984125,0.684,4.015873,0.704,4.126984,0.658,2.7698412,0.799,0.9444444,0.402,1.3174603,0.621,0,1.056,3.9126985,0.989,4.7539682,1.129,4.0396824,0,0,2
jazz,0.543,2.079365,0.726,1.7619047,1.031,2.7063491,0.51,0.7619048,0.672,4.126984,0.712,4.047619,0.64,2.3174603,0.747,0.8492063,0.363,1.3333334,0.53,0.023809524,1.014,3.3650794,1.017,4.285714,1.119,3.7857144,0,0,2
jazz,0.755,2.1984127,0.896,2.2936509,1.096,3.1190476,0.699,1.3888888,0.694,3.9285715,0.73,3.9444444,0.768,3.1349206,0.963,1.2142857,0.504,2.5238094,0.799,0.16666667,1.121,3.6825397,1.042,4.3333335,1.269,3.1746032,0,0,2
jazz,0.765,2.063492,0.9,2.7460318,1.071,3.642857,0.721,1.5873016,0.701,3.9682539,0.73,4.111111,0.857,2.7619047,1.019,1.2380953,0.603,2.9285715,0.824,0.16666667,1.142,2.8333333,1.092,3.9682539,1.261,2.9444444,0,0,2
jazz,0.539,2.2142856,0.766,1.6746032,1.112,2.5396826,0.54,0.74603176,0.679,4.0793653,0.72,3.936508,0.648,2.9682539,0.734,0.71428573,0.372,1.2619047,0.586,0.04761905,1.004,3.484127,1,4.674603,1.128,4.0396824,0,0,2
jazz,0.608,2.2142856,0.803,1.8730159,1.116,2.7380953,0.594,0.9444444,0.694,4.1507936,0.703,4.0793653,0.666,2.5079365,0.784,1.0079365,0.413,1.5238096,0.641,0.031746034,1.049,3.7619047,0.993,4.7460318,1.164,3.857143,0,0,2
jazz,0.417,2.2301588,0.777,1.3174603,1.157,2.2936509,0.495,0.48412699,0.662,4.2539682,0.724,3.7936509,0.618,2.984127,0.696,0.3888889,0.299,0.7380952,0.533,0.015873017,0.942,2.9285715,0.969,4.7222223,1.099,4.357143,0,0,2
jazz,0.47,2.0238094,0.757,1.5,1.082,2.3730159,0.524,0.65873015,0.699,3.8730159,0.747,3.8809524,0.609,2.3809524,0.719,0.74603176,0.339,1.0873016,0.532,0.03968254,0.993,3.7142856,0.988,4.7539682,1.117,4.0793653,0,0,2
jazz,0.766,2.0396826,0.863,2.579365,1.076,3.3095238,0.694,1.4444444,0.7,3.8730159,0.709,4.1349206,0.789,2.7777777,0.981,1.3333334,0.564,2.3888888,0.804,0.12698413,1.157,3.6984127,1.049,4.3968253,1.261,2.9761906,0,0,2
jazz,0.588,2.0714285,0.746,1.7777778,1.015,2.6746032,0.525,0.7777778,0.671,4.142857,0.741,3.8809524,0.621,1.8253968,0.758,0.97619045,0.36,1.3095238,0.521,0.031746034,1.082,3.9761906,0.991,4.7619047,1.115,3.8730159,0,0,2
jazz,0.621,2,0.814,1.8095238,1.126,2.6746032,0.584,0.86507934,0.691,3.9682539,0.71,4.015873,0.697,2.8968253,0.797,1.031746,0.419,1.468254,0.618,0.103174604,1.035,3.4761906,0.994,4.611111,1.162,3.6904762,0,0,2
jazz,0.705,2.2857144,0.836,2.1269841,1.097,2.9047618,0.663,1.2222222,0.694,4.1031747,0.721,3.8015873,0.666,3.047619,0.908,0.8968254,0.451,2,0.719,0.04761905,1.11,3.8888888,1.015,4.65873,1.208,3.7857144,0,0,2
jazz,0.486,2.079365,0.74,1.6031746,1.072,2.484127,0.53,0.6984127,0.695,3.7539682,0.696,4.0873017,0.592,2.1269841,0.736,0.53968257,0.334,0.97619045,0.495,0.023809524,1.02,3.563492,0.982,4.6507936,1.111,4.1190476,0,0,2
jazz,0.505,2.0317461,0.755,1.4603175,1.103,2.3730159,0.516,0.6904762,0.695,3.7539682,0.741,3.7301588,0.653,2.7698412,0.742,0.9444444,0.321,1.1428572,0.523,0.04761905,1.003,3.5317461,0.988,4.7222223,1.107,4.095238,0,0,2
jazz,0.599,2.0873015,0.891,1.8888888,1.166,2.7857144,0.624,1.031746,0.69,4.031746,0.698,4.015873,0.683,2.7936509,0.841,1.0793651,0.475,1.5396825,0.703,0.03968254,1.089,3.8412697,0.981,4.7380953,1.196,3.952381,0,0,2
jazz,0.739,2.1349206,0.9,2.6031747,1.098,3.452381,0.703,1.4444444,0.694,3.8412697,0.734,4.0238094,0.8,2.8412697,0.988,1.2063493,0.569,2.8650794,0.821,0.103174604,1.135,3.4920635,1.049,4.404762,1.274,2.936508,0,0,2
jazz,0.745,2.1111112,0.879,2.1666667,1.134,2.936508,0.639,1.1587301,0.694,4.015873,0.721,3.8650794,0.741,3.0952382,0.913,1.0396825,0.468,2.0396826,0.706,0.071428575,1.136,3.579365,1.013,4.7222223,1.222,3.4444444,0,0,2
jazz,0.647,2.3174603,0.895,1.9841269,1.168,2.8650794,0.635,1.0158731,0.685,4.1190476,0.714,3.7698412,0.659,2.6746032,0.861,0.9444444,0.451,1.6111112,0.739,0.015873017,1.086,4.0873017,0.983,4.7619047,1.202,3.8809524,0,0,2
jazz,0.707,2.0952382,0.812,2.1031747,1.08,2.8174603,0.623,1.0396825,0.684,4.111111,0.7,4.1190476,0.676,2.4920635,0.834,1.1349206,0.415,1.5793651,0.657,0.0952381,1.069,3.9682539,0.998,4.6507936,1.175,3.7142856,0,0,2
jazz,0.702,2.3095238,0.922,2.3492064,1.165,3.2857144,0.671,1.3015873,0.699,3.9047618,0.749,3.8095238,0.783,3.142857,0.866,1.1825397,0.579,2.5396826,0.764,0.15079366,1.035,2.9920635,0.988,4.642857,1.228,3.3412697,0,0,2
jazz,0.677,2.1825397,0.831,1.9365079,1.095,2.7698412,0.599,1.0396825,0.693,3.8888888,0.723,3.9682539,0.672,2.6984127,0.853,1.0079365,0.422,1.6111112,0.656,0.04761905,1.111,3.8650794,1.006,4.7539682,1.183,3.8253968,0,0,2
jazz,0.76,2.079365,0.851,2.936508,1.024,3.7857144,0.701,1.7936507,0.699,4.174603,0.716,4.0238094,0.804,3.7301588,1.083,1.0634921,0.59,3.7301588,0.881,0.031746034,1.162,4.015873,1.159,3.1190476,1.294,2.484127,0,0,2
jazz,0.621,2.1746032,0.858,1.8888888,1.169,2.7380953,0.587,0.8730159,0.682,3.8809524,0.713,4.071429,0.69,2.484127,0.827,0.8888889,0.414,1.1984127,0.671,0.08730159,1.107,3.2222223,0.98,4.5396824,1.142,3.8412697,0,0,2
jazz,0.741,2.142857,0.867,2.579365,1.06,3.4761906,0.695,1.6349206,0.695,4.0079365,0.728,3.9761906,0.811,3.1904762,0.989,1.1507937,0.595,2.9761906,0.807,0.13492064,1.118,3.2777777,1.097,3.3412697,1.269,2.9285715,0,0,2
jazz,0.785,1.8730159,0.89,2.2301588,1.139,2.857143,0.67,1.2460318,0.684,4.0555553,0.735,4.142857,0.777,2.8333333,0.948,1.5238096,0.486,2.1825397,0.797,0.12698413,1.193,3.8095238,1.022,4.65873,1.248,3.3253968,0,0,2
jazz,0.726,2.3968253,0.829,2.0396826,1.106,2.8650794,0.647,1.1428572,0.672,3.9761906,0.755,3.8253968,0.705,2.9285715,0.894,1.2698413,0.466,2.1349206,0.71,0.04761905,1.125,4.095238,1.028,4.6507936,1.193,3.5714285,0,0,2
jazz,0.721,2.1269841,0.872,2.6746032,1.089,3.515873,0.673,1.4126984,0.687,3.9603174,0.751,3.6904762,0.842,3.1111112,0.955,1.2301587,0.543,2.7460318,0.799,0.08730159,1.083,3.4920635,1.06,4.4206347,1.256,2.9920635,0,0,2
jazz,0.616,2.2857144,0.858,1.8492063,1.134,2.6587303,0.587,0.9206349,0.671,4.142857,0.704,3.9047618,0.641,2.1507936,0.839,0.9206349,0.43,1.2619047,0.661,0.07936508,1.136,3.6349206,1.002,4.7460318,1.182,3.984127,0,0,2
jazz,0.684,2.4682539,0.839,2.1825397,1.085,3.0714285,0.631,1.1904762,0.699,4.071429,0.751,4.0634923,0.712,3.5,0.904,1.1587301,0.45,2.2142856,0.741,0.023809524,1.089,4.0396824,1.027,4.4365077,1.236,3.5873015,0,0,2
jazz,0.768,2.063492,0.834,3.0238094,0.993,3.7777777,0.692,1.8571428,0.703,3.9285715,0.763,3.8968253,0.843,3.2936509,1.115,1.4603175,0.574,3.3888888,0.891,0.15079366,1.239,3.9603174,1.213,2.7142856,1.31,2.1190476,0,0,2
jazz,0.708,2.3730159,0.751,2.079365,1.069,2.8730159,0.586,1.0952381,0.698,4.1031747,0.689,4.2539682,0.715,3.3253968,0.836,1.0158731,0.405,2.2142856,0.647,0.11111111,1.053,3.7539682,1.06,3.6904762,1.158,3.452381,0,0,2
jazz,0.714,2.3492064,0.861,2.4920635,1.108,3.3253968,0.651,1.3571428,0.67,4.111111,0.706,4.15873,0.806,3,0.943,0.95238096,0.52,2.7063491,0.788,0.055555556,1.074,3.3253968,1.076,3.9285715,1.231,3.1190476,0,0,2
jazz,0.628,2.4047618,0.853,1.8888888,1.135,2.7619047,0.605,0.8730159,0.682,3.9126985,0.721,3.857143,0.664,2.6349206,0.798,0.95238096,0.411,1.4761904,0.649,0.015873017,1.072,3.7619047,0.985,4.7460318,1.162,3.8888888,0,0,2
jazz,0.765,2.1269841,0.904,2.5873015,1.076,3.4126985,0.715,1.7539682,0.685,3.8968253,0.732,4.1349206,0.845,3.2619047,1.029,1.3015873,0.608,3.357143,0.836,0.1904762,1.125,3.2380953,1.09,3.920635,1.281,2.8968253,0,0,2
jazz,0.584,2.4047618,0.855,1.9365079,1.186,2.936508,0.561,0.8174603,0.694,4.0396824,0.718,3.8809524,0.649,2.3888888,0.789,0.44444445,0.459,1.4206349,0.673,0.031746034,1.012,3.3650794,0.967,4.7619047,1.152,3.9126985,0,0,2
jazz,0.451,1.9920635,0.746,1.4444444,1.143,2.2698412,0.513,0.5952381,0.675,3.8809524,0.671,4.031746,0.635,2.8095238,0.716,0.8492063,0.303,0.9047619,0.54,0.015873017,1.006,3.3968253,0.973,4.714286,1.102,4.2460318,0,0,2
jazz,0.696,2.2539682,0.882,2.0555556,1.142,2.9444444,0.662,1.1269841,0.699,4.0396824,0.733,4.1190476,0.702,2.984127,0.89,1.0952381,0.472,1.9126984,0.727,0.04761905,1.111,3.9682539,1.004,4.7539682,1.211,3.7777777,0,0,2
jazz,0.711,2.3253968,0.863,2.2460318,1.097,3.1031747,0.671,1.2142857,0.693,3.9761906,0.742,3.9682539,0.738,2.7063491,0.898,1.031746,0.458,1.8809524,0.72,0.17460318,1.136,3.1507936,1.006,4.6507936,1.229,3.4126985,0,0,2
jazz,0.702,2.357143,0.855,2.1984127,1.11,3.1587303,0.623,1.1428572,0.681,4.126984,0.723,3.8888888,0.682,2.6587303,0.897,0.97619045,0.497,2.2063491,0.759,0.031746034,1.1,3.8650794,1.023,4.6031747,1.208,3.6825397,0,0,2
jazz,0.56,2.0952382,0.758,1.5714285,1.111,2.3888888,0.537,0.7222222,0.69,4.0396824,0.705,3.9126985,0.66,2.4047618,0.776,0.9047619,0.378,1.1507937,0.551,0.055555556,1.086,3.4682539,0.997,4.5634923,1.104,4.1349206,0,0,2
jazz,0.606,2.2777777,0.825,1.8492063,1.115,2.7857144,0.555,0.8015873,0.694,4.0396824,0.698,4.1031747,0.675,2.8650794,0.761,0.75396824,0.399,1.4761904,0.597,0.06349207,0.986,3.3253968,0.984,4.5873017,1.167,3.8412697,0,0,2
jazz,0.699,1.9920635,0.845,1.9365079,1.109,2.7777777,0.612,1.0158731,0.703,3.936508,0.754,3.920635,0.721,2.9285715,0.86,1.0952381,0.468,1.6349206,0.683,0.23809524,1.127,3.4047618,1.007,4.65873,1.2,3.7063491,0,0,2
jazz,0.731,2.2460318,0.832,2.2460318,1.089,3.1111112,0.64,1.1825397,0.672,4.285714,0.728,3.9920635,0.746,2.9047618,0.887,1.1507937,0.485,1.9920635,0.709,0.14285715,1.073,3.5079365,1.022,4.3174605,1.196,3.4603174,0,0,2
jazz,0.703,2.079365,0.874,1.9841269,1.14,2.7142856,0.619,1.031746,0.683,3.984127,0.724,4.0238094,0.73,2.8253968,0.849,1.0396825,0.425,1.6825397,0.687,0.04761905,1.095,3.1031747,1.019,4.2936506,1.225,3.6190476,0,0,2
jazz,0.363,1.968254,0.698,1.2857143,1.087,2.1984127,0.472,0.43650794,0.665,4.111111,0.703,3.920635,0.614,3.0238094,0.65,0.7063492,0.273,0.85714287,0.458,0.015873017,0.944,2.9603174,0.97,4.6666665,1.087,4.301587,0,0,2
jazz,0.508,2.2936509,0.919,1.7301587,1.241,2.6190476,0.523,0.7619048,0.685,4.1666665,0.71,4,0.685,2.9285715,0.73,0.6666667,0.443,1.2380953,0.635,0.03968254,0.99,2.8888888,0.975,4.7222223,1.174,4.111111,0,0,2
jazz,0.71,2.3174603,0.833,2.2619047,1.083,3.0873015,0.645,1.1746032,0.702,4.047619,0.695,4.031746,0.701,2.6825397,0.913,1.1111112,0.465,2.1349206,0.734,0.071428575,1.124,4.2063494,1.027,4.5238094,1.217,3.3650794,0,0,2
jazz,0.675,2.4047618,0.876,2.0952382,1.121,2.8968253,0.637,1.1111112,0.687,3.9047618,0.704,4.015873,0.658,2.6746032,0.857,0.7222222,0.467,1.9126984,0.704,0.023809524,1.097,3.4444444,1,4.7380953,1.222,3.8492064,0,0,2
jazz,0.656,2.2936509,0.76,1.9523809,1.043,2.8174603,0.553,0.93650794,0.691,4.0793653,0.714,3.8650794,0.642,2.7619047,0.813,0.8333333,0.391,1.8888888,0.623,0.015873017,1.073,3.8888888,1.018,4.6825395,1.153,3.7142856,0,0,2
jazz,0.758,2.0238094,0.9,2.515873,1.133,3.2301588,0.678,1.2936507,0.7,4.031746,0.717,3.9444444,0.772,3.1031747,0.942,1.2142857,0.524,2.5,0.802,0.07936508,1.098,3.984127,1.038,4.34127,1.257,3.1746032,0,0,2
jazz,0.424,2.0238094,0.713,1.4206349,1.056,2.3888888,0.469,0.5714286,0.673,4.047619,0.722,4.015873,0.606,2.4920635,0.696,0.65873015,0.318,0.9285714,0.45,0.07936508,0.953,3.4047618,0.967,4.7539682,1.082,4.2380953,0,0,2
jazz,0.624,2.0317461,0.854,1.8650794,1.174,2.7142856,0.561,0.8730159,0.687,4.111111,0.703,3.984127,0.698,2.563492,0.813,0.96031743,0.457,1.3492063,0.616,0.055555556,1.059,3.1190476,0.99,4.5873017,1.154,3.8253968,0,0,2
jazz,0.425,2.0555556,0.805,1.4126984,1.175,2.3015873,0.505,0.5714286,0.669,4.3095236,0.697,4.0634923,0.625,2.7777777,0.701,0.6825397,0.34,1.0158731,0.526,0.015873017,0.96,3.5714285,0.969,4.698413,1.112,4.1904764,0,0,2
jazz,0.752,2.047619,0.904,2.6984127,1.08,3.4761906,0.698,1.5158731,0.697,3.8888888,0.725,4.0555553,0.752,3.2777777,0.988,1.1507937,0.552,2.8650794,0.843,0.06349207,1.113,4.1666665,1.059,4.214286,1.29,3.2698412,0,0,2
jazz,0.71,2.3888888,0.842,2.3968253,1.104,3.2936509,0.623,1.2698413,0.7,3.9047618,0.724,4.1666665,0.776,3.0396826,0.91,0.9126984,0.493,2.5079365,0.705,0.071428575,1.098,2.9682539,1.067,3.8968253,1.211,3.1666667,0,0,2
jazz,0.621,2.2936509,0.804,1.8650794,1.104,2.7142856,0.578,0.9285714,0.682,4.2063494,0.733,4,0.668,2.5873015,0.799,0.8333333,0.394,1.3888888,0.615,0.11111111,1.051,3.6111112,1,4.7380953,1.141,3.8888888,0,0,2
jazz,0.677,2.2222223,0.826,2.1190476,1.112,2.9682539,0.558,0.9126984,0.695,4.0238094,0.758,3.7936509,0.736,3.1111112,0.81,0.84126985,0.43,1.8730159,0.631,0.031746034,0.984,3.4603174,1.019,4.3809524,1.168,3.6746032,0,0,2
jazz,0.702,2.2460318,0.862,2.3253968,1.123,3.2460318,0.649,1.0793651,0.695,4.071429,0.734,3.8650794,0.736,3.063492,0.886,0.74603176,0.498,2.2698412,0.743,0.06349207,1.073,3.1746032,1.027,4.547619,1.212,3.5873015,0,0,2
jazz,0.594,1.8571428,0.746,1.8253968,1.042,2.6666667,0.505,0.8492063,0.684,3.9603174,0.71,3.8333333,0.656,2.6507936,0.772,0.96825397,0.366,1.3888888,0.569,0.03968254,1.034,3.547619,0.993,4.5793653,1.134,3.7301588,0,0,2
jazz,0.691,2.4444444,0.849,2.2380953,1.132,3.0317461,0.643,1.0873016,0.682,4.1190476,0.726,4.0396824,0.743,2.9682539,0.85,1.0714285,0.445,1.7301587,0.7,0.11904762,1.077,3.0952382,0.995,4.6666665,1.21,3.5396826,0,0,2
jazz,0.713,2.1984127,0.81,2.1984127,1.078,2.9920635,0.62,1.0714285,0.693,3.952381,0.69,4.198413,0.71,2.8650794,0.874,1.0158731,0.432,1.6984127,0.683,0.11904762,1.086,3.4444444,1.001,4.674603,1.189,3.5714285,0,0,2
jazz,0.432,2.3333333,0.766,1.3650794,1.129,2.3412697,0.48,0.5,0.681,4.0079365,0.693,4.174603,0.589,2.3174603,0.695,0.47619048,0.308,0.75396824,0.523,0,0.994,3.3650794,0.974,4.730159,1.084,4.34127,0,0,2
jazz,0.603,2.0873015,0.815,1.7857143,1.129,2.6269841,0.583,0.8492063,0.664,4.0396824,0.709,4.0873017,0.684,3.1746032,0.797,0.88095236,0.39,1.5555556,0.613,0.0952381,1.052,3.2301588,0.997,4.626984,1.168,3.9603174,0,0,2
jazz,0.706,2.1746032,0.867,2.1111112,1.119,3.0317461,0.624,1.1428572,0.687,4.1349206,0.739,3.9682539,0.652,2.5952382,0.899,0.7777778,0.484,1.9761904,0.755,0.023809524,1.137,3.857143,1.026,4.3809524,1.19,3.8333333,0,0,2
jazz,0.51,1.9285715,0.751,1.5396825,1.095,2.420635,0.525,0.6904762,0.68,3.952381,0.687,3.984127,0.669,2.7698412,0.709,0.8888889,0.358,1.1190476,0.525,0.06349207,1.021,3.142857,0.991,4.730159,1.101,4.031746,0,0,2
jazz,0.732,2.1666667,0.859,2.5873015,1.108,3.3412697,0.69,1.3968254,0.683,4.142857,0.726,4.031746,0.815,3.3412697,0.942,1.1825397,0.528,2.6111112,0.77,0.14285715,1.051,3.579365,1.063,4.285714,1.235,3.0952382,0,0,2
jazz,0.563,2.1111112,0.751,1.7380953,1.046,2.4920635,0.539,0.7936508,0.699,3.8492064,0.704,4,0.638,2.5079365,0.784,0.8730159,0.355,1.1825397,0.547,0.03968254,1.069,3.6269841,0.992,4.626984,1.137,3.936508,0,0,2
jazz,0.598,2.1984127,0.908,1.7222222,1.201,2.5714285,0.598,0.96825397,0.681,4.0634923,0.695,4,0.678,2.420635,0.824,1.0079365,0.433,1.3095238,0.695,0.031746034,1.104,3.6111112,0.994,4.7380953,1.176,3.9126985,0,0,2
jazz,0.75,2.1190476,0.864,2.6666667,1.095,3.4682539,0.684,1.5,0.678,4.2539682,0.748,3.952381,0.814,2.8412697,0.954,1.3015873,0.548,2.7777777,0.795,0.16666667,1.118,3.3174603,1.066,4.0555553,1.238,2.936508,0,0,2
jazz,0.712,2.2936509,0.864,2.1746032,1.113,2.984127,0.655,1.0793651,0.696,4.047619,0.686,4.0555553,0.693,3.0873015,0.889,0.9285714,0.461,2.079365,0.738,0.055555556,1.107,3.7539682,1.024,4.4206347,1.233,3.515873,0,0,2
jazz,0.772,2.0555556,0.928,2.4761906,1.124,3.2460318,0.706,1.4523809,0.684,4.1031747,0.728,3.9603174,0.787,2.8095238,0.954,1.2380953,0.54,2.5238094,0.819,0.071428575,1.151,3.6269841,1.053,4.0555553,1.296,3.0873015,0,0,2
jazz,0.646,2.2857144,0.817,1.9523809,1.112,2.7619047,0.603,1.0079365,0.687,3.9682539,0.715,4.0634923,0.683,2.7460318,0.821,0.86507934,0.424,1.7777778,0.675,0.023809524,1.046,3.6111112,1.003,4.65873,1.165,3.7777777,0,0,2
jazz,0.643,2.3730159,0.806,1.8095238,1.153,2.6269841,0.58,0.9206349,0.691,3.9126985,0.723,3.9603174,0.691,3.0079365,0.824,0.71428573,0.409,1.7380953,0.633,0.055555556,1.023,3.5952382,1.006,4.531746,1.163,3.7539682,0,0,2
jazz,0.75,2.063492,0.837,2.579365,1.069,3.3412697,0.658,1.4444444,0.705,4.0238094,0.751,4.031746,0.849,2.5555556,0.944,1.3333334,0.535,2.6111112,0.767,0.20634921,1.098,3,1.084,3.8095238,1.222,3,0,0,2
jazz,0.727,2.2857144,0.871,2.515873,1.111,3.2936509,0.67,1.3253968,0.698,4.0634923,0.733,3.8333333,0.76,3.0079365,0.936,1.1269841,0.517,2.4126985,0.774,0.071428575,1.087,3.7142856,1.046,4.7619047,1.224,3.3174603,0,0,2
jazz,0.756,1.9603175,0.866,2.063492,1.139,2.8253968,0.631,1.1269841,0.689,4.0555553,0.708,3.8333333,0.76,2.8333333,0.84,1.1507937,0.466,1.5,0.667,0.1984127,1.056,3.0952382,1.009,4.5555553,1.181,3.515873,0,0,2
jazz,0.414,1.9761904,0.711,1.3809524,1.082,2.3492064,0.483,0.52380955,0.669,4.325397,0.683,4.111111,0.622,3.0555556,0.659,0.6984127,0.305,0.8968254,0.453,0.015873017,0.932,3.1349206,0.976,4.7380953,1.09,4.1666665,0,0,2
jazz,0.74,2.1031747,0.855,2.5873015,1.087,3.3412697,0.671,1.4841269,0.673,4.1507936,0.737,3.936508,0.838,2.7301588,0.946,1.1349206,0.534,2.6190476,0.747,0.15079366,1.11,2.8650794,1.075,3.8650794,1.231,3.0079365,0,0,2
jazz,0.559,2.0952382,0.774,1.7222222,1.101,2.5079365,0.574,0.8015873,0.671,4.031746,0.7,4.1666665,0.637,2.5,0.785,0.75396824,0.371,1.2539682,0.582,0.03968254,1.064,3.7619047,1.001,4.65873,1.126,4.095238,0,0,2
jazz,0.581,2.2460318,0.782,1.7142857,1.08,2.5396826,0.59,0.84126985,0.673,4.198413,0.707,4.15873,0.659,2.579365,0.793,0.86507934,0.373,1.2539682,0.593,0.055555556,1.113,3.3968253,0.999,4.674603,1.134,4.015873,0,0,2
jazz,0.686,2.4047618,0.858,2.2777777,1.15,3.1031747,0.654,1.1587301,0.685,3.9920635,0.706,4.0396824,0.701,2.9682539,0.873,0.8888889,0.475,1.9126984,0.706,0.071428575,1.061,3.8095238,0.993,4.642857,1.171,3.420635,0,0,2
jazz,0.721,2.2936509,0.884,2.6825397,1.097,3.547619,0.67,1.4761904,0.71,3.7936509,0.717,4.047619,0.853,3.1111112,0.962,1.1904762,0.584,3.079365,0.813,0.0952381,1.097,3.2222223,1.068,4.1666665,1.242,2.984127,0,0,2
jazz,0.588,2.1031747,0.815,1.7142857,1.13,2.579365,0.6,0.8730159,0.674,4.2619047,0.722,3.9444444,0.659,2.9126985,0.802,0.9444444,0.387,1.3968254,0.587,0.12698413,1.065,3.6825397,0.998,4.7380953,1.151,3.9682539,0,0,2
jazz,0.744,2.1031747,0.817,2.2460318,1.072,3.1031747,0.64,1.1349206,0.715,3.9126985,0.705,4.0634923,0.719,2.7460318,0.875,1.0555556,0.469,1.8492063,0.695,0.103174604,1.104,3.4682539,1.019,4.357143,1.196,3.4682539,0,0,2
jazz,0.593,2.0952382,0.803,1.8015873,1.127,2.6825397,0.591,0.9444444,0.688,3.9603174,0.732,3.9603174,0.689,3.1269841,0.757,1.1269841,0.39,1.6984127,0.631,0.071428575,0.99,3.357143,0.989,4.6507936,1.148,3.857143,0,0,2
jazz,0.726,2.2857144,0.844,2.4444444,1.084,3.1349206,0.66,1.3730159,0.706,4.0634923,0.722,4.1666665,0.759,3.4444444,0.937,1.0952381,0.514,2.563492,0.761,0.11904762,1.112,3.6587303,1.034,4.547619,1.235,3.2936509,0,0,2
jazz,0.701,2.3809524,0.878,2.6587303,1.082,3.5079365,0.668,1.3253968,0.689,4.095238,0.694,4.031746,0.768,2.9285715,0.94,0.984127,0.543,2.2936509,0.782,0.15873016,1.061,3.3253968,1.047,4.2460318,1.238,3.2063491,0,0,2
jazz,0.545,2.1190476,0.811,1.6904762,1.108,2.5238094,0.566,0.7777778,0.67,4.095238,0.697,4.095238,0.69,2.9047618,0.75,1.2063493,0.413,1.3888888,0.564,0.11904762,1.028,3.2698412,0.975,4.730159,1.138,3.920635,0,0,2
jazz,0.755,2.1349206,0.893,2.452381,1.091,3.2698412,0.675,1.3412699,0.697,4.15873,0.721,4,0.782,3.3253968,0.968,1.1428572,0.522,2.4444444,0.786,0.0952381,1.105,3.7380953,1.042,4.428571,1.262,3.2301588,0,0,2
jazz,0.696,2.0952382,0.859,1.9523809,1.152,2.8412697,0.632,1.1031746,0.683,4.071429,0.721,3.8650794,0.691,3.1666667,0.888,1.1111112,0.449,1.8968254,0.697,0.015873017,1.099,4.214286,0.998,4.7619047,1.18,3.6904762,0,0,2
jazz,0.742,2.1190476,0.879,2.3253968,1.111,3.2063491,0.681,1.2936507,0.698,3.9126985,0.743,4.031746,0.726,3.1111112,0.922,1.0158731,0.522,2.2619047,0.789,0.103174604,1.097,3.936508,1.036,4.4444447,1.225,3.4444444,0,0,2
jazz,0.687,2.2619047,0.846,1.9365079,1.117,2.7380953,0.625,1.1190476,0.67,4.0555553,0.718,3.7539682,0.707,2.7777777,0.853,0.9285714,0.431,1.7539682,0.66,0.071428575,1.112,3.3095238,1.001,4.4603176,1.186,3.8492064,0,0,2
jazz,0.732,2.1746032,0.83,2.2698412,1.101,3.1984127,0.629,1.1031746,0.696,3.9682539,0.694,4.285714,0.712,2.8650794,0.89,1.0476191,0.48,2.1111112,0.708,0.11904762,1.096,3.7301588,0.991,4.7460318,1.184,3.5079365,0,0,2
jazz,0.722,2.4126985,0.893,2.7142856,1.05,3.6269841,0.695,1.6746032,0.693,4.015873,0.735,3.8888888,0.887,3.1904762,1.017,1.3571428,0.624,3.0079365,0.82,0.22222222,1.109,3.063492,1.105,3.7301588,1.263,2.8333333,0,0,2
jazz,0.474,1.7380953,0.624,1.3650794,0.953,2.2222223,0.486,0.53174603,0.682,4.0634923,0.683,4.0396824,0.571,2.1349206,0.712,0.7777778,0.257,0.9444444,0.436,0.015873017,1.037,3.6825397,1.002,4.5079365,1.066,4.0634923,0,0,2
jazz,0.647,2.3174603,0.895,1.9841269,1.168,2.8650794,0.635,1.0158731,0.693,3.9603174,0.725,4.047619,0.659,2.6746032,0.861,0.9444444,0.451,1.6111112,0.739,0.015873017,1.086,4.0873017,0.983,4.7619047,1.202,3.8809524,0,0,2
